Customer_ID,Age,Gender,City,Region,Education,Occupation,Income_Bracket,Customer_Segment
CUST00033,42,Male,Mumbai,West,Master,Engineer,Low,Regular
CUST00034,27,Male,Guwahati,East,Diploma,Student,Medium,Regular
CUST00035,21,Male,Lucknow,North,Bachelor,IT Professional,Low,Premium
CUST00036,29,Male,Ahmedabad,West,High School,Business Owner,Medium,Premium
CUST00037,55,Female,Kochi,South,Bachelor,Teacher,Medium,Regular
CUST00038,34,Male,Lucknow,North,Master,Business Owner,Low,New
CUST00039,47,Male,Jaipur,North,Master,Private Employee,Low,Regular
CUST00040,22,Female,Surat,West,Bachelor,Government Employee,High,Premium
CUST00041,41,Male,Kochi,South,Bachelor,IT Professional,Medium,Regular
CUST00042,60,Female,Mumbai,West,Diploma,Private Employee,High,New
CUST00043,24,Female,Surat,West,Diploma,Self-Employed,Medium,Regular
CUST00044,61,Female,Chennai,South,Diploma,Engineer,Low,Premium
CUST00045,23,Female,Pune,West,Master,Student,Low,Regular
CUST00046,28,Female,Delhi,North,Bachelor,Teacher,Medium,New
CUST00047,52,Male,Bengaluru,South,Bachelor,IT Professional,Low,New
CUST00048,41,Female,Jaipur,North,Master,Student,High,New
CUST00049,60,Male,Kochi,South,Master,Teacher,High,Regular
CUST00050,28,Female,Kochi,South,Master,Teacher,Low,Regular
CUST00051,44,Female,Lucknow,North,Master,Business Owner,Low,Regular
CUST00052,42,Female,Surat,West,Master,Business Owner,Low,Premium
CUST00053,37,Female,Chandigarh,North,Master,Business Owner,Low,New
CUST00054,35,Female,Lucknow,North,Doctorate,Self-Employed,Medium,Regular
CUST00055,19,Male,Lucknow,North,Doctorate,Government Employee,Medium,Premium
CUST00056,24,Female,Pune,West,Diploma,Healthcare Professional,Medium,Premium
CUST00057,42,Female,Surat,West,Diploma,Student,Medium,New
CUST00058,41,Male,Chennai,South,Master,Healthcare Professional,Medium,Regular
CUST00059,64,Female,Surat,West,Bachelor,Teacher,Low,Regular
CUST00060,30,Male,Bengaluru,South,Master,Government Employee,Medium,Regular
CUST00061,37,Male,Mumbai,West,Bachelor,Retired,Medium,Regular
CUST00062,46,Female,Patna,East,Bachelor,Government Employee,Medium,New
CUST00063,23,Female,Lucknow,North,Master,Self-Employed,Low,New
CUST00064,20,Male,Mumbai,West,Bachelor,Private Employee,Medium,Premium
CUST00065,63,Female,Chennai,South,Bachelor,Business Owner,Low,Regular
CUST00066,45,Male,Surat,West,Master,IT Professional,Medium,Regular
CUST00067,47,Male,Surat,West,Bachelor,IT Professional,High,Regular
CUST00068,57,Female,Patna,East,Master,Teacher,High,Regular
CUST00069,65,Female,Hyderabad,South,Bachelor,Business Owner,High,New
CUST00070,58,Male,Guwahati,East,Bachelor,Self-Employed,Low,Regular
CUST00071,26,Male,Ahmedabad,West,Bachelor,Government Employee,Medium,New
CUST00072,39,Female,Bhubaneswar,East,Bachelor,Business Owner,High,Regular
CUST00073,54,Male,Mumbai,West,High School,Healthcare Professional,Low,Regular
CUST00074,52,Female,Bhubaneswar,East,Bachelor,Retired,High,Regular
CUST00075,45,Male,Delhi,North,Bachelor,Teacher,Medium,Premium
CUST00076,57,Female,Bengaluru,South,Master,Retired,Medium,New
CUST00077,26,Female,Bhubaneswar,East,Diploma,Self-Employed,Medium,New
CUST00078,39,Female,Lucknow,North,Bachelor,Teacher,Low,New
CUST00079,65,Female,Mumbai,West,Doctorate,Healthcare Professional,Low,New
CUST00080,19,Female,Pune,West,Diploma,Student,Medium,New
CUST00081,60,Male,Guwahati,East,Master,Engineer,Medium,Regular
CUST00082,56,Female,Hyderabad,South,Master,Private Employee,Medium,New
CUST00083,24,Female,Jaipur,North,Master,Retired,Medium,Premium
CUST00084,63,Male,Kolkata,East,Bachelor,Business Owner,Low,Regular
CUST00085,54,Female,Surat,West,Diploma,Teacher,Medium,New
CUST00086,18,Female,Lucknow,North,Master,Private Employee,Medium,Regular
CUST00087,63,Male,Patna,East,Diploma,IT Professional,High,New
CUST00088,47,Male,Guwahati,East,Master,Self-Employed,Low,New
CUST00089,35,Female,Ahmedabad,West,Diploma,Engineer,Medium,Regular
CUST00090,19,Female,Lucknow,North,Diploma,Engineer,Low,Regular
CUST00091,35,Female,Lucknow,North,Master,Self-Employed,Medium,Regular
CUST00092,23,Male,Chennai,South,Bachelor,IT Professional,Medium,Regular
CUST00093,46,Female,Guwahati,East,High School,Business Owner,Medium,New
CUST00094,48,Female,Chandigarh,North,Diploma,IT Professional,Low,Regular
CUST00095,37,Male,Delhi,North,High School,Business Owner,Low,Regular
CUST00096,30,Male,Hyderabad,South,Bachelor,Retired,High,Regular
CUST00097,24,Female,Jaipur,North,Diploma,Healthcare Professional,Low,New
CUST00098,35,Male,Bengaluru,South,High School,Self-Employed,Medium,New
CUST00099,24,Female,Guwahati,East,Bachelor,Engineer,Medium,Regular
CUST00100,34,Female,Pune,West,Bachelor,Private Employee,Medium,New
CUST00101,27,Male,Pune,West,Bachelor,Self-Employed,Low,New
CUST00102,56,Female,Bhubaneswar,East,Bachelor,IT Professional,Medium,Premium
CUST00103,55,Other,Jaipur,North,Diploma,Retired,Low,Premium
CUST00104,31,Female,Surat,West,Diploma,Private Employee,Low,New
CUST00105,28,Male,Ahmedabad,West,Bachelor,Retired,Medium,New
CUST00106,63,Male,Jaipur,North,Master,Private Employee,Medium,Premium
CUST00107,45,Male,Chennai,South,Diploma,Government Employee,High,Premium
CUST00108,21,Male,Ahmedabad,West,Diploma,Retired,High,Regular
CUST00109,62,Male,Patna,East,Bachelor,Self-Employed,Medium,Regular
CUST00110,56,Male,Ahmedabad,West,Bachelor,Healthcare Professional,Medium,New
CUST00111,61,Female,Kochi,South,Bachelor,Student,High,Regular
CUST00112,54,Male,Delhi,North,Master,Engineer,Medium,Regular
CUST00113,29,Other,Delhi,North,Bachelor,Engineer,High,Regular
CUST00114,39,Male,Bhubaneswar,East,High School,Government Employee,Low,Regular
CUST00115,60,Female,Jaipur,North,Master,IT Professional,Low,New
CUST00116,38,Male,Delhi,North,Master,IT Professional,High,New
CUST00117,44,Male,Patna,East,Bachelor,Retired,Medium,Regular
CUST00118,31,Male,Pune,West,High School,Self-Employed,Medium,Regular
CUST00119,19,Female,Surat,West,Bachelor,Business Owner,Medium,Regular
CUST00120,53,Male,Mumbai,West,Diploma,Private Employee,Medium,New
CUST00121,49,Female,Bengaluru,South,Diploma,Self-Employed,Medium,Regular
CUST00122,33,Male,Guwahati,East,High School,Business Owner,High,Regular
CUST00123,22,Male,Bengaluru,South,Master,Teacher,Low,Regular
CUST00124,18,Male,Delhi,North,Diploma,Retired,Medium,Regular
CUST00125,46,Female,Bengaluru,South,Diploma,IT Professional,Medium,Regular
CUST00126,30,Other,Lucknow,North,Diploma,Teacher,Low,Regular
CUST00127,38,Female,Pune,West,Master,Teacher,Medium,Regular
CUST00128,49,Female,Bengaluru,South,High School,Retired,Low,New
CUST00129,24,Female,Patna,East,Bachelor,Government Employee,Medium,Regular
CUST00130,22,Male,Bengaluru,South,Doctorate,Healthcare Professional,Medium,Regular
CUST00131,39,Female,Ahmedabad,West,Master,Teacher,High,Regular
CUST00132,52,Male,Guwahati,East,High School,Self-Employed,High,Regular
CUST00133,24,Female,Bhubaneswar,East,Master,Private Employee,Medium,Regular
CUST00134,20,Male,Mumbai,West,High School,Healthcare Professional,Medium,New
CUST00135,54,Female,Bhubaneswar,East,Diploma,Government Employee,Low,Premium
CUST00136,49,Female,Kochi,South,High School,Engineer,Medium,Regular
CUST00137,47,Female,Mumbai,West,Bachelor,Government Employee,Low,Premium
CUST00138,58,Female,Jaipur,North,Bachelor,Engineer,High,New
CUST00139,48,Male,Kolkata,East,Bachelor,Healthcare Professional,Medium,Premium
CUST00140,19,Female,Jaipur,North,Bachelor,Self-Employed,Low,Premium
CUST00141,56,Female,Pune,West,Master,Self-Employed,Medium,New
CUST00142,32,Female,Chandigarh,North,Bachelor,Government Employee,Medium,Premium
CUST00143,37,Female,Pune,West,High School,Healthcare Professional,Medium,New
CUST00144,38,Female,Jaipur,North,Diploma,Government Employee,Medium,Premium
CUST00145,51,Female,Chandigarh,North,Diploma,Government Employee,Low,Premium
CUST00146,36,Female,Guwahati,East,Diploma,Private Employee,Medium,New
CUST00147,61,Female,Kochi,South,Doctorate,IT Professional,Medium,Regular
CUST00148,34,Female,Mumbai,West,Bachelor,Self-Employed,Medium,Premium
CUST00149,24,Female,Chandigarh,North,Bachelor,Retired,High,Regular
CUST00150,59,Male,Kochi,South,Master,Self-Employed,Medium,New
CUST00151,20,Male,Pune,West,Bachelor,Private Employee,Low,Regular
CUST00152,47,Male,Kolkata,East,Master,IT Professional,Medium,Regular
CUST00153,44,Female,Bengaluru,South,Master,Retired,Medium,Premium
CUST00154,62,Male,Pune,West,Bachelor,Business Owner,High,New
CUST00155,52,Female,Chandigarh,North,Bachelor,Student,Medium,New
CUST00156,47,Male,Surat,West,Diploma,Retired,High,New
CUST00157,33,Other,Lucknow,North,Master,Business Owner,Low,Regular
CUST00158,55,Male,Chennai,South,Master,Healthcare Professional,Medium,Regular
CUST00159,35,Female,Mumbai,West,High School,Government Employee,Medium,Regular
CUST00160,60,Female,Surat,West,High School,Healthcare Professional,Medium,New
CUST00161,19,Male,Lucknow,North,High School,Teacher,Medium,Regular
CUST00162,46,Female,Guwahati,East,Bachelor,Private Employee,Medium,New
CUST00163,64,Female,Pune,West,Master,IT Professional,Low,Regular
CUST00164,21,Other,Mumbai,West,Master,Teacher,Medium,Regular
CUST00165,22,Female,Patna,East,Diploma,Government Employee,Low,New
CUST00166,42,Other,Lucknow,North,Bachelor,Engineer,Medium,Regular
CUST00167,59,Female,Surat,West,Master,Business Owner,Medium,Premium
CUST00168,39,Female,Bhubaneswar,East,Bachelor,Private Employee,Low,Regular
CUST00169,41,Female,Delhi,North,Bachelor,Engineer,Low,Premium
CUST00170,45,Male,Ahmedabad,West,Master,Government Employee,Medium,Regular
CUST00171,60,Male,Lucknow,North,Bachelor,Teacher,High,Regular
CUST00172,56,Male,Jaipur,North,High School,IT Professional,Low,Regular
CUST00173,24,Male,Kochi,South,Bachelor,Private Employee,Medium,Regular
CUST00174,53,Female,Bhubaneswar,East,Master,Retired,Medium,Regular
CUST00175,19,Male,Delhi,North,Master,Self-Employed,High,Regular
CUST00176,27,Female,Hyderabad,South,Bachelor,Government Employee,Medium,Premium
CUST00177,65,Female,Ahmedabad,West,Bachelor,Engineer,Low,Regular
CUST00178,54,Female,Lucknow,North,Master,Government Employee,Low,Regular
CUST00179,35,Male,Ahmedabad,West,Bachelor,Retired,Medium,New
CUST00180,40,Male,Surat,West,Diploma,Retired,Medium,Regular
CUST00181,32,Male,Pune,West,Bachelor,Student,Low,Premium
CUST00182,34,Male,Bengaluru,South,High School,Engineer,Medium,New
CUST00183,52,Female,Kolkata,East,Bachelor,Healthcare Professional,Low,Premium
CUST00184,45,Male,Pune,West,Master,Healthcare Professional,Medium,Regular
CUST00185,36,Male,Bhubaneswar,East,High School,Healthcare Professional,Low,Premium
CUST00186,62,Female,Patna,East,High School,Private Employee,Low,Regular
CUST00187,43,Female,Ahmedabad,West,Master,Business Owner,Low,New
CUST00188,51,Female,Surat,West,Master,Healthcare Professional,Medium,Premium
CUST00189,33,Male,Bengaluru,South,Diploma,Government Employee,Medium,Regular
CUST00190,29,Female,Ahmedabad,West,Bachelor,Engineer,Medium,Regular
CUST00191,61,Female,Patna,East,Bachelor,Retired,Low,Premium
CUST00192,27,Male,Lucknow,North,Bachelor,Self-Employed,Medium,Regular
CUST00193,50,Male,Chandigarh,North,Bachelor,Student,Low,Premium
CUST00194,59,Female,Ahmedabad,West,Master,Retired,Medium,Regular
CUST00195,46,Female,Pune,West,Bachelor,Business Owner,Low,Regular
CUST00196,21,Male,Bengaluru,South,Master,Healthcare Professional,High,New
CUST00197,20,Male,Hyderabad,South,Bachelor,Engineer,Medium,Regular
CUST00198,41,Female,Chandigarh,North,Bachelor,Healthcare Professional,Medium,New
CUST00199,22,Male,Lucknow,North,Bachelor,Teacher,Low,Regular
CUST00200,39,Male,Bengaluru,South,Bachelor,Healthcare Professional,Low,Regular
CUST00201,26,Female,Kolkata,East,Master,Self-Employed,Medium,Regular
CUST00202,26,Female,Lucknow,North,Master,IT Professional,Low,Regular
CUST00203,19,Male,Chandigarh,North,Diploma,Business Owner,Low,Regular
CUST00204,32,Other,Chennai,South,Diploma,Self-Employed,High,New
CUST00205,60,Male,Pune,West,Master,Government Employee,Medium,New
CUST00206,62,Female,Hyderabad,South,Master,Government Employee,Medium,New
CUST00207,61,Female,Chandigarh,North,Doctorate,Retired,Low,Regular
CUST00208,32,Female,Patna,East,Diploma,Engineer,High,New
CUST00209,47,Female,Patna,East,Master,IT Professional,Medium,Premium
CUST00210,56,Male,Chennai,South,Diploma,Engineer,High,Regular
CUST00211,63,Female,Surat,West,Master,Self-Employed,Low,New
CUST00212,50,Male,Patna,East,Bachelor,Business Owner,High,Premium
CUST00213,44,Male,Mumbai,West,Bachelor,Business Owner,Medium,New
CUST00214,19,Male,Kochi,South,High School,Healthcare Professional,Medium,New
CUST00215,48,Female,Jaipur,North,High School,Engineer,Medium,New
CUST00216,19,Male,Ahmedabad,West,Master,IT Professional,High,Regular
CUST00217,25,Female,Bhubaneswar,East,Diploma,Private Employee,Low,Regular
CUST00218,22,Male,Patna,East,Master,Retired,Medium,Regular
CUST00219,63,Male,Kochi,South,Bachelor,Retired,Medium,Regular
CUST00220,60,Female,Hyderabad,South,Bachelor,Healthcare Professional,Low,Regular
CUST00221,42,Female,Mumbai,West,High School,Teacher,High,New
CUST00222,40,Female,Mumbai,West,Diploma,Private Employee,Medium,Regular
CUST00223,26,Male,Lucknow,North,Bachelor,Government Employee,High,Regular
CUST00224,58,Male,Guwahati,East,High School,Engineer,Low,New
CUST00225,20,Male,Chennai,South,Diploma,Teacher,High,Regular
CUST00226,20,Female,Delhi,North,Diploma,Healthcare Professional,High,New
CUST00227,35,Male,Lucknow,North,Bachelor,Teacher,Medium,Premium
CUST00228,39,Female,Kolkata,East,Bachelor,Engineer,Medium,Regular
CUST00229,23,Female,Delhi,North,High School,Retired,High,New
CUST00230,38,Male,Jaipur,North,Diploma,Self-Employed,Low,Regular
CUST00231,28,Female,Bhubaneswar,East,Bachelor,Student,Medium,Premium
CUST00232,35,Female,Bhubaneswar,East,Master,Student,Low,Regular
CUST00233,50,Female,Chandigarh,North,Bachelor,Student,Low,Regular
CUST00234,20,Male,Patna,East,Diploma,Healthcare Professional,Medium,Premium
CUST00235,56,Male,Pune,West,Bachelor,Healthcare Professional,Medium,Regular
CUST00236,51,Male,Bengaluru,South,Diploma,Self-Employed,Low,New
CUST00237,49,Female,Hyderabad,South,Master,Private Employee,Low,New
CUST00238,31,Other,Patna,East,Diploma,Engineer,Low,New
CUST00239,46,Male,Ahmedabad,West,Master,Private Employee,High,Premium
CUST00240,60,Male,Lucknow,North,High School,IT Professional,Low,New
CUST00241,63,Female,Hyderabad,South,Master,Government Employee,Medium,Regular
CUST00242,30,Female,Surat,West,Diploma,Engineer,Low,Regular
CUST00243,47,Female,Chandigarh,North,Bachelor,Retired,High,New
CUST00244,63,Female,Kolkata,East,Bachelor,Teacher,High,New
CUST00245,59,Male,Lucknow,North,Bachelor,IT Professional,Low,Premium
CUST00246,26,Male,Hyderabad,South,Master,Student,High,Regular
CUST00247,28,Male,Jaipur,North,Master,Business Owner,Low,Premium
CUST00248,23,Male,Jaipur,North,Bachelor,IT Professional,Low,Regular
CUST00249,50,Female,Ahmedabad,West,Bachelor,Retired,Low,Regular
CUST00250,54,Male,Lucknow,North,Master,Private Employee,Low,Regular
CUST00251,59,Male,Delhi,North,Bachelor,Retired,Medium,Regular
CUST00252,59,Female,Jaipur,North,Bachelor,Teacher,Low,New
CUST00253,28,Male,Pune,West,Bachelor,Business Owner,Low,New
CUST00254,64,Other,Lucknow,North,Diploma,Teacher,Low,Regular
CUST00255,38,Male,Surat,West,High School,Engineer,Low,New
CUST00256,42,Female,Jaipur,North,Bachelor,Government Employee,High,Premium
CUST00257,30,Female,Lucknow,North,Bachelor,IT Professional,Medium,Premium
CUST00258,19,Male,Guwahati,East,Bachelor,Engineer,High,New
CUST00259,21,Male,Chandigarh,North,Bachelor,Engineer,Low,New
CUST00260,45,Male,Surat,West,Diploma,Healthcare Professional,Medium,Regular
CUST00261,21,Female,Kolkata,East,Diploma,IT Professional,Low,Regular
CUST00262,53,Male,Patna,East,Doctorate,Retired,Low,Premium
CUST00263,41,Female,Kolkata,East,Diploma,Healthcare Professional,Medium,New
CUST00264,50,Male,Kolkata,East,High School,Healthcare Professional,High,Regular
CUST00265,56,Female,Bengaluru,South,High School,Retired,Low,Regular
CUST00266,55,Male,Jaipur,North,Master,IT Professional,Medium,Regular
CUST00267,19,Male,Guwahati,East,Bachelor,Teacher,Medium,Regular
CUST00268,56,Male,Mumbai,West,Doctorate,Retired,Medium,Regular
CUST00269,28,Female,Guwahati,East,Master,Teacher,Low,Regular
CUST00270,54,Female,Pune,West,High School,Student,Medium,Regular
CUST00271,62,Male,Bhubaneswar,East,Bachelor,Retired,High,Premium
CUST00272,63,Male,Pune,West,Diploma,Healthcare Professional,High,Regular
CUST00273,38,Female,Kolkata,East,Bachelor,IT Professional,Low,Regular
CUST00274,57,Male,Delhi,North,Doctorate,Self-Employed,Medium,New
CUST00275,36,Female,Jaipur,North,Bachelor,Engineer,Low,Regular
CUST00276,36,Male,Delhi,North,Bachelor,Teacher,High,Regular
CUST00277,27,Male,Chandigarh,North,Diploma,Private Employee,Low,Regular
CUST00278,65,Male,Delhi,North,Diploma,IT Professional,Low,Regular
CUST00279,26,Male,Delhi,North,Master,Business Owner,Low,Regular
CUST00280,58,Male,Kochi,South,High School,Healthcare Professional,Medium,New
CUST00281,18,Female,Bengaluru,South,Doctorate,Government Employee,Medium,Premium
CUST00282,48,Female,Guwahati,East,Master,Self-Employed,Low,Regular
CUST00283,59,Female,Ahmedabad,West,Bachelor,Student,High,New
CUST00284,20,Other,Hyderabad,South,Bachelor,Engineer,Low,Regular
CUST00285,20,Male,Jaipur,North,Bachelor,Private Employee,High,Regular
CUST00286,59,Female,Patna,East,Bachelor,Government Employee,High,Regular
CUST00287,25,Male,Chennai,South,Master,Self-Employed,Medium,New
CUST00288,36,Female,Lucknow,North,Master,Government Employee,Medium,Regular
CUST00289,45,Female,Kolkata,East,High School,Private Employee,Low,New
CUST00290,33,Male,Lucknow,North,Bachelor,Engineer,Medium,Premium
CUST00291,55,Female,Jaipur,North,High School,Healthcare Professional,Medium,New
CUST00292,47,Male,Surat,West,Bachelor,IT Professional,High,Premium
CUST00293,62,Male,Jaipur,North,Master,Self-Employed,Medium,New
CUST00294,48,Male,Bengaluru,South,Master,Retired,Medium,Regular
CUST00295,52,Female,Guwahati,East,Master,Business Owner,Medium,Regular
CUST00296,51,Male,Ahmedabad,West,Master,Private Employee,High,New
CUST00297,54,Female,Chennai,South,Diploma,IT Professional,Medium,Regular
CUST00298,23,Female,Guwahati,East,Bachelor,Student,Medium,Regular
CUST00299,54,Male,Patna,East,Bachelor,Self-Employed,Medium,Regular
CUST00300,65,Male,Mumbai,West,High School,Teacher,Low,New
CUST00301,22,Other,Pune,West,Bachelor,Self-Employed,Medium,Regular
CUST00302,41,Other,Bhubaneswar,East,Bachelor,Teacher,Medium,Regular
CUST00303,59,Female,Bengaluru,South,High School,IT Professional,Medium,New
CUST00304,18,Female,Kochi,South,Doctorate,Engineer,Medium,Regular
CUST00305,32,Male,Kolkata,East,Diploma,Self-Employed,Low,Premium
CUST00306,20,Female,Surat,West,Bachelor,Student,Low,New
CUST00307,46,Female,Pune,West,Master,Student,Low,New
CUST00308,32,Female,Patna,East,Master,Student,Low,Premium
CUST00309,64,Female,Kochi,South,Bachelor,Healthcare Professional,Low,Premium
CUST00310,44,Male,Kochi,South,High School,Retired,High,Premium
CUST00311,53,Female,Bhubaneswar,East,Doctorate,Teacher,Medium,Regular
CUST00312,44,Male,Bhubaneswar,East,Bachelor,IT Professional,Medium,Premium
CUST00313,63,Male,Jaipur,North,Bachelor,Student,Medium,Premium
CUST00314,42,Male,Bengaluru,South,Diploma,Private Employee,High,Premium
CUST00315,52,Female,Ahmedabad,West,Diploma,Self-Employed,Medium,Regular
CUST00316,22,Male,Pune,West,Master,IT Professional,Low,New
CUST00317,37,Female,Lucknow,North,High School,Business Owner,High,New
CUST00318,33,Female,Guwahati,East,Master,Teacher,High,Regular
CUST00319,42,Male,Jaipur,North,Bachelor,Self-Employed,Low,Regular
CUST00320,47,Male,Guwahati,East,Doctorate,Engineer,Medium,Regular
CUST00321,41,Male,Chennai,South,High School,Business Owner,Medium,New
CUST00322,36,Male,Bhubaneswar,East,Diploma,Teacher,Medium,New
CUST00323,34,Female,Lucknow,North,Bachelor,Engineer,Medium,Regular
CUST00324,28,Male,Chandigarh,North,Bachelor,Government Employee,High,Regular
CUST00325,51,Male,Pune,West,Master,Student,Medium,Regular
CUST00326,22,Female,Kochi,South,High School,IT Professional,Medium,New
CUST00327,60,Male,Guwahati,East,High School,IT Professional,Medium,New
CUST00328,52,Female,Delhi,North,High School,Teacher,High,Premium
CUST00329,24,Female,Surat,West,Diploma,Retired,Medium,Premium
CUST00330,43,Male,Delhi,North,Doctorate,Engineer,Medium,Premium
CUST00331,37,Female,Kochi,South,Master,Student,Low,Regular
CUST00332,21,Female,Guwahati,East,Master,Private Employee,Medium,Regular
CUST00333,54,Female,Lucknow,North,Doctorate,IT Professional,High,New
CUST00334,35,Male,Guwahati,East,High School,Self-Employed,High,Regular
CUST00335,29,Female,Pune,West,Diploma,Business Owner,Medium,Regular
CUST00336,22,Male,Kolkata,East,Bachelor,Retired,High,Regular
CUST00337,42,Female,Lucknow,North,High School,Private Employee,Medium,Premium
CUST00338,24,Male,Pune,West,Master,Healthcare Professional,Medium,Regular
CUST00339,38,Male,Kolkata,East,Diploma,Engineer,Medium,Regular
CUST00340,45,Male,Kolkata,East,Bachelor,Teacher,Low,Regular
CUST00341,63,Male,Kochi,South,Diploma,Teacher,Medium,Regular
CUST00342,38,Male,Kolkata,East,High School,Self-Employed,Medium,Regular
CUST00343,26,Male,Surat,West,Bachelor,IT Professional,Medium,Regular
CUST00344,23,Male,Mumbai,West,High School,Retired,Medium,Premium
CUST00345,36,Male,Mumbai,West,Master,IT Professional,High,Premium
CUST00346,61,Male,Hyderabad,South,High School,Self-Employed,Low,New
CUST00347,45,Male,Hyderabad,South,Diploma,Private Employee,Medium,Premium
CUST00348,56,Female,Guwahati,East,Bachelor,Government Employee,Low,Premium
CUST00349,57,Male,Lucknow,North,Master,Engineer,Low,Premium
CUST00350,37,Male,Bengaluru,South,Master,Business Owner,Medium,New
CUST00351,38,Male,Kolkata,East,Bachelor,Engineer,High,Regular
CUST00352,42,Male,Lucknow,North,Master,Healthcare Professional,Low,Regular
CUST00353,61,Female,Hyderabad,South,High School,Engineer,High,New
CUST00354,62,Male,Jaipur,North,Master,Teacher,Medium,New
CUST00355,33,Male,Jaipur,North,Diploma,Teacher,Medium,New
CUST00356,55,Male,Guwahati,East,Bachelor,Teacher,Medium,Regular
CUST00357,62,Female,Chandigarh,North,Bachelor,Private Employee,Low,New
CUST00358,28,Female,Chandigarh,North,High School,Teacher,High,Regular
CUST00359,24,Male,Bhubaneswar,East,Diploma,IT Professional,Medium,Regular
CUST00360,46,Male,Kochi,South,Bachelor,Retired,Medium,New
CUST00361,48,Male,Mumbai,West,Bachelor,Private Employee,Low,Premium
CUST00362,40,Male,Bengaluru,South,Bachelor,Business Owner,Medium,Regular
CUST00363,46,Female,Surat,West,Bachelor,Private Employee,Low,Premium
CUST00364,19,Female,Surat,West,Bachelor,Government Employee,High,Regular
CUST00365,53,Male,Hyderabad,South,Bachelor,Engineer,Low,Regular
CUST00366,29,Female,Hyderabad,South,Bachelor,Student,Medium,Premium
CUST00367,55,Male,Patna,East,High School,Business Owner,Low,Regular
CUST00368,54,Male,Ahmedabad,West,Master,Government Employee,Medium,New
CUST00369,34,Female,Surat,West,Bachelor,Healthcare Professional,Medium,Regular
CUST00370,40,Male,Surat,West,Bachelor,Government Employee,High,Regular
CUST00371,57,Female,Jaipur,North,Bachelor,Healthcare Professional,Low,Regular
CUST00372,41,Female,Hyderabad,South,Bachelor,Teacher,Medium,Regular
CUST00373,29,Male,Bhubaneswar,East,Bachelor,Government Employee,Medium,Regular
CUST00374,29,Male,Bengaluru,South,Bachelor,Student,High,Premium
CUST00375,26,Male,Guwahati,East,Bachelor,IT Professional,Medium,Regular
CUST00376,44,Female,Guwahati,East,Bachelor,Government Employee,Low,New
CUST00377,36,Male,Kochi,South,Diploma,Self-Employed,Low,Regular
CUST00378,53,Female,Guwahati,East,Bachelor,Self-Employed,Medium,Premium
CUST00379,52,Female,Chandigarh,North,High School,Engineer,Medium,Premium
CUST00380,65,Female,Surat,West,Master,Self-Employed,High,New
CUST00381,40,Female,Delhi,North,High School,Private Employee,Medium,New
CUST00382,63,Female,Chandigarh,North,Bachelor,Retired,Low,New
CUST00383,21,Female,Chennai,South,Bachelor,Retired,Medium,Regular
CUST00384,36,Female,Jaipur,North,Doctorate,IT Professional,High,Regular
CUST00385,26,Female,Surat,West,Master,Student,High,Premium
CUST00386,62,Female,Bengaluru,South,Diploma,Healthcare Professional,High,Regular
CUST00387,49,Male,Kolkata,East,Bachelor,Teacher,Medium,New
